rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,need,0.0,0.0,1.0,4
5,1,love watch bob dylan movi,0.512,0.0,0.488,25
5,1,love alexa featur firestick work fine,0.6,0.0,0.4,37
5,1,easi instal  intuit use  happi purchas,0.0,0.0,1.0,38
5,1,eas use,0.0,0.0,1.0,7
2,0,dont like cannot load hulu account also slow know internet connect xbox one work fine fire tv stick take forev load anyth,0.071,0.178,0.751,121
5,1,amaz entertain need,0.535,0.0,0.465,19
2,0,constant buffer point cant watch anyth without interrupt purchas prime day plus use reward pay end paid next noth paid full price might want money back stop tri use went back old stream devic know internet servic issu problem devic stream,0.146,0.13,0.724,238
5,1,didn't realiz need extern power sourc order util fire stick thought along line flash drive devic singley plug tv howev sinc use amazon fire stick enjoy everi moment would definit recommend product,0.189,0.122,0.689,196
5,1,love,1.0,0.0,0.0,4
5,1,easi instal oper work alexa voic command,0.0,0.0,1.0,40
4,1,prime day purchas im still learn way around far good addit alexa nice,0.341,0.0,0.659,69
5,1,love alexa enabl say show want watch  know find,0.44,0.0,0.56,47
5,1,super easi set  easi use lot app option avail,0.328,0.0,0.672,45
5,1,first stick solid entri level devic suppos,0.211,0.0,0.789,42
5,1,work fine want bedroom televis,0.508,0.0,0.492,30
4,1,work tube tv,0.0,0.0,1.0,12
5,1,easi set easi use,0.0,0.0,1.0,17
5,1,love view choic fire stick,0.438,0.25,0.312,26
5,1,good product,0.744,0.0,0.256,12
5,1, fire tv stick alexa happi first one love use mani app big 👍,0.226,0.129,0.645,60
5,1,love firestick kid love talk alexa get weather local news etc,0.483,0.0,0.517,61
4,1,offer hour entertain easi instal activ 👍,0.247,0.0,0.753,40
5,1,amazon fire stick amaz ,0.279,0.393,0.328,23
4,1, one reset least week time twice,0.0,0.0,1.0,32
5,1,awesom product expect,0.0,0.0,1.0,21
2,0,don't like goe sleep mode  minut “inactivity” shouldn't “wake up” fire tv finish watch show,0.119,0.123,0.758,91
5,1,avail movi noth dont like,0.0,0.345,0.655,25
5,1,satisfi easi setup great product high recommend,0.569,0.0,0.431,47
5,1,like better roku  voic command realli work,0.519,0.0,0.481,42
5,1,easi setup work flawless,0.524,0.0,0.476,24
5,1,easi hook  wish knew capabl,0.403,0.0,0.597,27
5,1,great purchas,0.804,0.0,0.196,13
5,1,easi set,0.0,0.0,1.0,8
4,1,easi use bedroom tv,0.0,0.0,1.0,19
5,1,use chromecast okay love firestick work great doesn't lag would recommend,0.601,0.104,0.295,73
5,1, ,0.0,0.0,0.0,1
5,1,bought fire stick anoth tv argument watch,0.0,0.495,0.505,41
1,0,like day year longer work would power  go past firestick  logo tv bought second one buy third one doesnt last longer,0.111,0.0,0.889,116
5,1,love fire stick alexa voic control fantast younger kid,0.309,0.176,0.515,54
5,1,setup easi usag intuit  ive use away home work great,0.313,0.0,0.687,52
5,1,realli love app one spot,0.512,0.0,0.488,24
5,1,love number movi avail use devic took littl time setup learn work thing miss local channel,0.274,0.08,0.647,90
5,1,love fire stick allow enough choic ditch cabl,0.452,0.178,0.37,45
5,1,plenti option choos,0.0,0.0,1.0,19
5,1,work charm,0.73,0.0,0.27,10
5,1,love  easi set well,0.759,0.0,0.241,19
5,1,love fast get respond alexaalso easi find thing look forjust speak remot,0.276,0.0,0.724,72
5,1,extrem easi use switch away directv use stream tv,0.0,0.0,1.0,49
1,0,don't show noth,0.0,0.0,1.0,15
5,1,work like charm,0.839,0.0,0.161,15
5,1,work great app start buffer it probabl internet love alexa voic control,0.454,0.0,0.546,71
4,1,say  pictur qualiti better receiv cabl tv  downsid paus movi coupl minut take long time come back often get messag internet speed slow im clock  mb hous good day  also voic command alexia doesnt work well could oper error   cant beat,0.123,0.095,0.782,233
5,1,love everyth,0.808,0.0,0.192,12
2,0,disappoint mandatori upgrad final got done upload lost local charlott nc channel pur news weather also  cbs nbc abc  day later amazon day discount order,0.059,0.174,0.767,152
5,1,second one hous greati tech orient hold button talk watch tv much lol,0.189,0.0,0.811,69
5,1,love thing alexa featur make easi find want matter stream servic  search netflix amazon etc see either show  alexa find,0.342,0.0,0.658,119
5,1,great product,0.804,0.0,0.196,13
5,1,love,1.0,0.0,0.0,4
3,1,feel voic featur useless lot channel stream though,0.0,0.286,0.714,50
1,0,garbageeven tri watch amazon prime video piec garbag loos internet connect half way thru show cheapest roku work  time better wast time money piec garbag,0.167,0.0,0.833,153
5,1,love,1.0,0.0,0.0,4
5,1,love fire stick alexa work well would recommend,0.579,0.158,0.263,47
5,1,get start fire tv stick far good,0.282,0.233,0.485,32
5,1,easi set lot thing watch program  even gotten far yet  easi use high recommend  lean closer cut cabl cord good,0.22,0.086,0.694,110
5,1,gift,1.0,0.0,0.0,4
5,1,second firestick pleas eas use,0.0,0.0,1.0,30
2,0,would recommend anyon wont load netflix rare occas wont run program way thru tell unabl process titl time tri later  netflix site caus stream fine comput  firestick disappoint,0.134,0.084,0.781,175
4,1,worth everi cent,0.487,0.0,0.513,16
5,1,like thete noth watch tv run firestick,0.294,0.0,0.706,38
5,1,access app,0.0,0.0,1.0,10
5,1,easi instal use,0.0,0.0,1.0,15
5,1,thank great product,0.868,0.0,0.132,19
5,1,purchas man cave love,0.583,0.0,0.417,21
2,0,las película tien se pueden cambiar español título en español,0.0,0.0,1.0,61
5,1,easi instal run minut,0.0,0.0,1.0,21
2,0,excit tri new element tv  unfortun even though tv  feet away router get madden disconnect buffer  thought littl devic suppos take care issu  didn't,0.122,0.0,0.878,147
5,1,easi use favorit program inclus noth els buy,0.0,0.0,1.0,44
5,1,fun play,1.0,0.0,0.0,8
5,1,nowi love everyth,0.677,0.0,0.323,17
5,1,power littl stick,0.0,0.0,1.0,17
5,1,superb say  plug unit set hdmi boom watch better tv  thank,0.543,0.0,0.457,58
5,1,like tv big tablet,0.455,0.0,0.545,18
5,1,love,1.0,0.0,0.0,4
5,1,pleas fire stick,0.0,0.545,0.455,16
5,1,work good ni issu,0.492,0.0,0.508,17
5,1,great price great product fire stick best think work better roku,0.646,0.101,0.253,64
5,1,love take vacat use easi set,0.457,0.0,0.543,28
5,1,user chromecast year say firestick nice upgrad realli like download app differ media sourc like hbo showtim etc free access cabl account firestick get better pictur go direct show want see downsid time took download app set good thing setup onetim procedur,0.342,0.0,0.658,256
5,1,current  chromecast devic tge fire stick superior  pleas watch program netflix prime without smart phone comput  easi instal use,0.145,0.193,0.662,128
1,0,menu doesn't work say can't connect amazon network,0.0,0.178,0.822,50
1,0,would love remot wasnt spend much money replac batteri upset spent money great devic batteri last,0.347,0.109,0.544,97
5,1,purchas toy hauler came day left trip plane  wonder plug hotel tv watch normal tv show rather whatev show time sit commerci,0.0,0.0,1.0,123
5,1,alreadi firestick livingroom great entertain get one bedroom,0.516,0.0,0.484,60
5,1,good option,0.744,0.0,0.256,11
1,0,purchas use road semi work applic,0.0,0.0,1.0,33
4,1,great,1.0,0.0,0.0,5
5,1,love fire stick thank much,0.604,0.216,0.18,26
5,1,easi setup  enjoy ad video choic televis,0.348,0.0,0.652,40
5,1,instal connect wifi easi get amazon prime netflix go breez use voic remot amaz yes old school review featur option time excit product live great thing read heard,0.254,0.0,0.746,161
4,1,like product howev set bit difficult reset factori set abd start scratch,0.167,0.167,0.667,72
5,1,love use voic make request use music movi,0.375,0.0,0.625,41
5,1,easi instal excit use,0.0,0.0,1.0,21
5,1,far good work great,0.778,0.0,0.222,19
5,1,great devic im cut cabl watch channel want want add app like cbs pay littl extra get,0.388,0.148,0.464,84
5,1,everyth great love alexa voic remot,0.675,0.0,0.325,35
5,1,work like charm,0.839,0.0,0.161,15
4,1, ,0.0,0.0,0.0,1
5,1,thought pretti cool new stream thing seem easi use,0.223,0.0,0.777,50
4,1,supereasi setup issu find occasion lose connect household network,0.0,0.252,0.748,65
5,1,turn old tv smart tv realli easi interfac bought ,0.252,0.0,0.748,49
5,1,easi set work perfect,0.552,0.0,0.448,21
5,1,awesom product want test differ roku nice like use travel well,0.554,0.0,0.446,62
5,1,😄😄,0.647,0.0,0.353,2
4,1,good wifi tv stick,0.492,0.0,0.508,18
5,1,love,1.0,0.0,0.0,4
1,0,seem work ok youtub tv  realli  cant believ would ban app mani peopl want use  realli want like couldnt instal particular app becam almost useless almost  stuff fine ill stick roku,0.295,0.127,0.578,180
5,1,thing great internet amazon prime,0.659,0.0,0.341,33
5,1,awesom product,0.0,0.0,1.0,14
5,1,easi set nice look interfac like new slight larger remot  gen littl remot misplac time great price,0.402,0.0,0.598,98
5,1,great product easi use,0.577,0.0,0.423,22
5,1,great gadget instal work easili nice anoth box take space,0.463,0.0,0.537,57
5,1,excel product servic  easi instal daughter happi,0.333,0.0,0.667,48
5,1,great entertain,1.0,0.0,0.0,15
5,1,abl use alexa echo great,0.506,0.0,0.494,24
5,1,easi use fast setup,0.0,0.0,1.0,19
5,1,love,1.0,0.0,0.0,4
5,1,set play home theater system fat use weather forecast cook timer realli enjoy music,0.318,0.0,0.682,83
5,1,small devic kid like ask question handi friend interact,0.449,0.0,0.551,55
5,1,beyond awesom,0.0,0.0,1.0,13
5,1,like respond everi time easi set  im still learn may like better speaker,0.441,0.0,0.559,72
5,1,famili love,0.808,0.0,0.192,11
5,1, ,0.0,0.0,0.0,1
4,1,like connect bluetooth without adapt like googl reason  star volum level without extern speaker easi use,0.134,0.113,0.752,104
5,1,echo great home   voic rang ask question say command turn light favorit play music though hous,0.317,0.0,0.683,94
5,1,love  time gift  friend,0.912,0.0,0.088,23
5,1,fantast product use smart home hub play music speaker main customiz routin nice easi program,0.397,0.0,0.603,92
5,1,great,1.0,0.0,0.0,5
1,0,quit disappoint productther clear bug half time ask newsflash two second start whole thing stop reboot coupl minut goe ask play radio also mani time get confus ask switch   item also name true clear ai natur languag beta stage still impress,0.255,0.094,0.651,240
5,1,love thing work great kid love,0.806,0.0,0.194,30
5,1,love make simpl thing life simpler,0.457,0.0,0.543,34
5,1,realli enjoy mani differ featur alexa especi listen music audio book,0.242,0.0,0.758,68
5,1,echo dot wonder invent love alexa smart,0.58,0.0,0.42,39
5,1,alarm music inform weather,0.0,0.444,0.556,26
5,1,love help,1.0,0.0,0.0,9
5,1,good it pretti low,0.414,0.3,0.286,18
5,1,alarm calendar remind,0.0,0.545,0.455,21
5,1,echo dot two week fun set morn alarm check weather alexa play various music bought inexpens speaker connect better sound im learn skill littl tricki connect wifi initi trial error connect stay connect far super satisfi buy one mother one offic,0.238,0.097,0.665,243
5,1,complet love absolut everyth amaz great,0.675,0.0,0.325,39
2,0,nope still lot improv thing ask say hmmmm dont know,0.0,0.0,1.0,51
3,1,speaker could better,0.592,0.0,0.408,20
5,1,love,1.0,0.0,0.0,4
5,1, dot love,0.808,0.0,0.192,9
5,1,work like one,0.556,0.0,0.444,13
5,1,love new alexa work great far,0.675,0.0,0.325,29
4,1,bought echo dot sale prime day excit came next day set immedi everyth work perfect fine set easi straight forward realli appreci terribl technolog reason satisfi purchas fact cant use echo dot  minut without disconnect internet connect   wifi link neither work frustrat get use echo dot realli wish could one problem solut pleas let know,0.161,0.043,0.796,337
5,1,got dad father day  tickl,0.0,0.0,1.0,25
5,1,nice product,0.737,0.0,0.263,12
5,1,love echo love play music room,0.783,0.0,0.217,30
5,1,still get use alexa think shes keeper,0.0,0.0,1.0,37
4,1,work good part ask question say doesn't know thought suppos know everyth,0.209,0.0,0.791,72
5,1,new best friend ,0.881,0.0,0.119,16
5,1,absolut love,0.808,0.0,0.192,12
4,1,like link two room home,0.385,0.0,0.615,23
5,1,love alexa rock,0.677,0.0,0.323,15
4,1,troubl echo dot first got internet connect issu research onlin saw peopl troubl  generat echo dot howev weekend took trip brought echo dot along hotel seem work fine back home internet connect seem gotten littl rough patch havent problem sinc connect issu echo dot probabl internet devic,0.083,0.0,0.917,287
5,1,small size work great sunroom,0.506,0.0,0.494,29
4,1,like it hel certain thong support amazon,0.75,0.0,0.25,40
1,0,reach amazon devic want sync phone number would allow said number alreadi use  custom servic couldnt help basic told contact sprint assist  echo bare minimum without access phone set kind pointless pay,0.31,0.095,0.595,201
3,1,won't work blue tooth speaker tvit connect won't work,0.0,0.0,1.0,53
4,1,ive got use coupl week go hospit good time short time use fun tri use alexa,0.307,0.0,0.693,75
5,1,impuls buy turn realli enjoy new dot grand love request song play game like listen audibl select keep list discov new alexa skill fun practic echo dot surpris welcom addit home,0.427,0.0,0.573,176
5,1,great product great price,0.804,0.0,0.196,25
4,1,son love echo dot,0.583,0.0,0.417,17
5,1,love  great bathroom listen news shower  listen cnn live serius sm,0.48,0.0,0.52,66
5,1,like alot connect play pandora ask weather  time everi morn got rid old fashion digitol clock music play unlimit im go ask vacat thing get comfort definit worth money,0.328,0.0,0.672,166
4,1,play music request,0.545,0.0,0.455,18
1,0,didnt like almost everytim ask alexa question would say dont know havent learn,0.0,0.15,0.85,78
4,1,luv  great product,0.672,0.0,0.328,18
5,1,say well i'm  paranoid person  year got hook idea cloud base home control yes love echo stuff creat isol vlan home network run devic includ cheap one requir sign question websit download app car peopl  enter wifi password site that vet locat app ask good thing tri stay devic  work direct alexa hub thirdparti app amazon control type devic  sensit inform handl,0.19,0.028,0.782,360
5,1,great product,0.804,0.0,0.196,13
5,1,help play music set alarm talk lone,0.405,0.357,0.238,35
5,1,easi set control kasa smart plug problem  even kid figur stuff would ask alexa like tell joke sing alexa app control custom spark plug cloud cam,0.282,0.082,0.636,144
4,1,love alexa around hous favorit featur timer alarm music especi librari sleep sound got product gift kid love great read time time  minut itth thing realli dont like plug outlet function if and but get minor inconveni move room room purchas lol,0.259,0.063,0.678,243
5,1,alarmb time stori univers,0.0,0.0,1.0,25
5,1,love alexa,0.808,0.0,0.192,10
5,1,easi set,0.0,0.0,1.0,8
5,1, ,0.0,0.0,0.0,1
5,1,work better anticip thing awesom,0.42,0.0,0.58,32
5,1,great product,0.804,0.0,0.196,13
5,1,realli like,0.714,0.0,0.286,11
5,1,like respond comand great product,0.688,0.0,0.312,33
1,0,volum low,0.0,0.677,0.323,9
5,1,far like although probabl use full capas,0.294,0.0,0.706,40
5,1,new best friend im littl behind time ive never anyth like anoth alexa googl home super amaz use tool use play sleep sound sleep use amazon audibl book set alarm remind receiv notif play game tell short stori lol pretti fun know peopl complain speaker im sure im sure open concept hous want blast music might blast around loud enough rent room bedroom perfect dont problem speaker love everyth,0.364,0.106,0.53,392
4,1,wish volum capabl go louder,0.403,0.0,0.597,27
5,1,love,1.0,0.0,0.0,4
5,1,best purchas year,0.677,0.0,0.323,17
5,1,love  dot one echo medium size room loud enough without extern speaker although use extern dot,0.219,0.0,0.781,94
4,1,realli love dot awesom it connect room like you'v read review definit lower volum i'm sure connect speaker anoth devic would great stand alon volum ok definit like tall echo dot don't pick voic good tall echostil total love would recommend ,0.413,0.076,0.511,240
3,1,okay keep drop wifi,0.317,0.35,0.333,19
5,1,kid love love,0.894,0.0,0.106,13
1,0, ,0.0,0.0,0.0,1
5,1,love echo dot easi use set,0.457,0.0,0.543,26
5,1,love echo,0.808,0.0,0.192,9
5,1,excel product ,0.75,0.0,0.25,14
5,1,love abl control light door music,0.457,0.0,0.543,33
5,1,fun interact,0.767,0.0,0.233,12
5,1,satisfi product,0.0,0.0,1.0,15
5,1, echo even one barn great idea work hors still get news flash  music,0.255,0.0,0.745,68
3,1,bought heal room  play continu spa like music although alexa know type music need devic deliv qualiti sound sound muffl  didnt know buy speaker,0.182,0.0,0.818,143
5,1,like music ever,0.556,0.0,0.444,15
3,1,hard hear blue tooth better speaker,0.349,0.169,0.482,35
3,1,problem work expect could better speaker,0.302,0.281,0.417,40
5,1,love want get anoth one   soon,0.579,0.0,0.421,30
5,1,great along echo,0.672,0.0,0.328,16
5,1, echo dot work want  bedroom par small blue tooth speaker  last nite went sleep sound thunderstorm provid echo dot  plan dot turn bedroom lamp receiv smart plug order,0.133,0.0,0.867,166
5,1,daughter want white boombox noth good  yr old  decid go echo dot request  white bt good speaker  love gift nice option mani thing internet,0.486,0.0,0.514,138
1,0,cheap cheap sound,0.0,0.0,1.0,17
4,1,pretti cool,0.697,0.0,0.303,11
4,1,time alexa littl  most good,0.444,0.0,0.556,27
5,1,love don't know took long get one — don't know didn't get two amazon prime day,0.213,0.077,0.71,78
5,1,date news,0.0,0.0,1.0,9
5,1,work like champ,0.848,0.0,0.152,15
5,1,clear sound great alarm clock play music  els ask  oh yeah order need,0.521,0.111,0.369,69
5,1,love use cell phone call echo dot also use echo dot intercom,0.276,0.0,0.724,60
5,1,love itjust like ,0.87,0.0,0.13,17
5,1,great price  love echo dot,0.735,0.0,0.265,26
5,1,excel bought anoth one yesterday,0.429,0.0,0.571,32
5,1,work great,0.804,0.0,0.196,10
5,1,love daughter enjoy tell alexa haha,0.776,0.0,0.224,35
5,1,purchas discount prime day insert portabl bluetooth speaker made specif work echo dot work great love bring alexa onto patio most use music  echo product love,0.352,0.0,0.648,158
5,1,got third one love,0.583,0.0,0.417,18
5,1,eas instal,0.0,0.0,1.0,10
5,1,un excelent equipo inteligent al estar conectado al internet nos prove de múltipl funcion tale como el tiempohorainformación de cualquier estudio que esté realizando atrá vez del internet,0.0,0.0,1.0,187
2,0,price product nice qualiti nice featur definit complaint reason gave  star echo dot thought go may buyer error first didn't know product plug time work realli don't like it stand alon devic also speaker loud buy bluetooth speaker don't last i'm sure echo dot lot haven't quit figur use fulli kind seem like unnecessari devic plus set aw would definit save money buy nicer one actual “alexa”,0.211,0.107,0.682,390
5,1,love product far thing itsuch set timer remind play music game dont like get full enjoy purchas mani thing also difficult set direct made sound simpl one two three forgot step four five six almost readi send backth app extrem slow took hour get thing set howev depend go use think ok item,0.189,0.072,0.739,288
5,1,love echo dot it amax,0.512,0.0,0.488,21
4,1,like use listen podcast  like set greet morn tell what new  one thing dont like get recogn radio station want listen  final got work work bug,0.271,0.067,0.662,141
5,1,like big sister echo smaller slight less audio fidel much lower price amazon prime dayus anoth room add alexa addit room,0.172,0.09,0.738,120
5,1,everyth  big guy,0.0,0.0,1.0,16
5,1,great product  understand accent,0.577,0.0,0.423,32
5,1,love cant stop use,0.753,0.0,0.247,18
5,1,realli like avail get instant music throughout hous,0.263,0.0,0.737,51
3,1, ,0.0,0.0,0.0,1
5,1,handi kitchen set timer give extra help set oven temp,0.231,0.0,0.769,53
5,1,cool littl speakeri love alarm connect speaker sound great,0.589,0.133,0.278,58
5,1,great tool help inform,0.773,0.0,0.227,22
1,0,use twice work,0.0,0.0,1.0,14
5,1,awesom piec technolog simplifi life great purchas,0.406,0.0,0.594,49
3,1,jump bandwagon purchas echo  feel like struggl get connect three day later devic share news weather  use tap option  still test,0.198,0.0,0.802,127
4,1,love alexa love echo dot troubl speaker use intercom,0.545,0.0,0.455,52
5,1,love  find correct smart linksplug connect,0.633,0.0,0.367,42
4,1,work pretti well,0.512,0.0,0.488,16
4,1,still learn,0.0,0.0,1.0,11
5,1,realli love echo dot get question answer right away play music think,0.398,0.0,0.602,68
5,1,usual reliabl alexa,0.0,0.0,1.0,19
3,1,speaker could better qualti,0.492,0.0,0.508,27
1,0,devic interact home fill appl devic  disappoint,0.0,0.31,0.69,47
5,1,echo want someth smaller anoth room  work togeth great,0.435,0.0,0.565,54
5,1,love handi easi use got classroom mani need get anoth one,0.296,0.0,0.704,57
5,1,pleas,0.0,0.0,1.0,5
4,1,primarili music bedroom  wish speaker better fidel,0.528,0.0,0.472,50
5,1,nice,1.0,0.0,0.0,4
5,1,music weather time,0.0,0.0,1.0,18
5,1,great love,1.0,0.0,0.0,10
2,0,happi speaker isn't great reason lot time play music start make weird nois stop son googl home much better,0.2,0.272,0.528,106
3,1,impress,1.0,0.0,0.0,7
5,1,realli like ,0.714,0.0,0.286,12
5,1,take learn use im still learn,0.0,0.0,1.0,29
5,1,alexa phenomen,0.0,0.0,1.0,14
2,0,think realli doesn't much play music answer stupid question final abl hook thermostat see price drop like rock,0.104,0.314,0.582,110
4,1,echo dot  generat smart speaker compound size howev  project good sound also port connect extern speaker  greater project sound also like size awkward doesnt take lot space work great alexa app also think size great colleg student live dorm room small limit space,0.333,0.028,0.638,263
5,1,use echo dot sever differ way home use downstair control light also take deck stream music bluetooth speaker work great need,0.17,0.0,0.83,124
5,1,echo want dot bedroom even easier set origin echo,0.369,0.0,0.631,49
5,1,make turn thing hous simpl great littl updat well like check weather,0.492,0.0,0.508,68
5,1,great product fun use,0.787,0.0,0.213,21
4,1,need smarter,0.75,0.0,0.25,12
5,1,realli enjoy abl make request  favorit music happen complaint time,0.239,0.164,0.597,66
5,1,love work great make home smarthom,0.675,0.0,0.325,34
5,1,realli like echo dot it amaz abl set alarm timer talk echo dot,0.157,0.151,0.692,62
5,1,conveni fun,0.767,0.0,0.233,11
4,1,alright,1.0,0.0,0.0,7
4,1,first alexa enabl devic far live reput,0.0,0.0,1.0,38
5,1,love search alexa skill shop app use thing like alexa turn light listen news updat everi morn fun stuff like tell alexa make star trek red alert noi play song quiz friend,0.448,0.0,0.552,170
4,1,second dot,0.0,0.0,1.0,10
5,1,son love,0.808,0.0,0.192,8
5,1,love compact,0.808,0.0,0.192,12
1,0,work well  month stop connect internet wifi none troubl shoot effort work  amazon custom servic couldnt help told warranti  month disappoint werent will replac,0.188,0.231,0.581,159
5,1,talk play type music want listen even turn ask,0.346,0.0,0.654,46
2,0,ask play motown radio pandora keep ask want add salsa station motown isn't close salsa phonet,0.209,0.0,0.791,93
5,1,love still learn capabl lot fun,0.652,0.0,0.348,31
4,1,easi set still tri get connect light bulb smart plug grandkid think alex cool,0.294,0.0,0.706,77
5,1,love use everyth it part daili routin,0.412,0.0,0.588,37
4,1,alexa program great qualiti best could definit louder,0.58,0.0,0.42,53
4,1,overal like though siri phone need don't “smart home” don't intend make one it fun use music read audibl book,0.244,0.0,0.756,109
3,1,alexa pretti basic almost like toy shouldnt releas market without proper develop speech recognit fail understand basic american british accentth music play restrict speech isnt refin way understand almost human speak link youtub via amazon web servic doesnt work,0.136,0.131,0.733,262
5,1,set easi,0.0,0.0,1.0,8
5,1,love,1.0,0.0,0.0,4
4,1,im amaz alarm tell alexa wake particular song  love play list music sure dont keep prime music still avail howev love fact amazon gave music free  monthsthey given prime free  month well,0.481,0.049,0.47,186
5,1,love thing play learn,0.767,0.0,0.233,21
5,1,debat get one happi still explor thank,0.294,0.0,0.706,38
5,1,im find use time keep inform news weather get daili bibl vers play music new skill ad time futur,0.118,0.0,0.882,96
5,1,love watch wife argu alexa  woke one night listen alexa talk cell phone ,0.259,0.0,0.741,72
5,1, ,0.0,0.0,0.0,1
1,0, ,0.0,0.0,0.0,1
4,1,gave gift  love,0.877,0.0,0.123,15
5,1,echo dot everyth expect,0.0,0.0,1.0,23
5,1,love super conveni make life littl easier,0.732,0.0,0.268,41
5,1,love echo dot mani featur work greatth thing dont like cant play imus im go pay spotifi amazon music account,0.293,0.134,0.573,108
4,1,great lot fun,0.881,0.0,0.119,13
4,1,easi setup alexa need lot train,0.0,0.0,1.0,31
5,1,third echo dot purchas love product,0.457,0.0,0.543,35
5,1,like compact structur dot sound littl low,0.26,0.219,0.521,41
4,1,handi dont expect much much dumber assist phone,0.0,0.263,0.737,47
5,1,easi set use new featur skill ad time,0.0,0.0,1.0,37
3,1,love product dislik can't sync appl music alexa play,0.485,0.0,0.515,52
5,1,one week far say blast,0.0,0.0,1.0,22
4,1,love,1.0,0.0,0.0,4
5,1,work like charm,0.839,0.0,0.161,15
5,1,good speaker bedroom offic,0.492,0.0,0.508,26
4,1,small speaker tin sound great good bluetooth speaker,0.538,0.0,0.462,52
5,1,fun  inform  dislik  far  like conveni,0.592,0.0,0.408,38
5,1,easi set afford love,0.583,0.0,0.417,20
5,1,love shut microphon night children can't talk bed time automat sleep timer lullabi music sure surviv long,0.302,0.0,0.698,105
5,1,echo dot relat devic best thing come long time,0.344,0.0,0.656,46
3,1,sound qualiti wasn't great inexpens,0.0,0.452,0.548,35
5,1,work great bought shop like intercom hous,0.569,0.0,0.431,41
4,1,isn't bad issu actual play want get use iheartradio proper play station want challeng it bad sale price paid,0.383,0.131,0.486,108
4,1,it great sound qualiti low,0.446,0.228,0.326,26
5,1,love,1.0,0.0,0.0,4
4,1,alway easi set,0.0,0.0,1.0,14
3,1,work ok speaker qualiti much better iphon x would spend extra money get fullsiz echo great sound qualiti,0.38,0.0,0.62,104
5,1,intellig love song ,0.677,0.0,0.323,19
4,1,review,0.0,0.0,1.0,6
5,1,love echo dot  price paid prime day compar buy new digit clock bell whistl much  play music set alarm call friend play game set timersth list goe  definit worth money,0.348,0.059,0.593,166
2,0,sound terribl cannot pair echo play simultan  must upgrad amazon music want play one devic time,0.278,0.105,0.617,95
5,1,easi instal set better sound echo dot smart speaker satisifi purchas,0.384,0.0,0.616,68
5,1,spoil one downstairsso got one upstair listen music  etc walk treadmil,0.0,0.0,1.0,70
4,1, ,0.0,0.0,0.0,1
3,1,command alexa requir specif  find googl home much flexibl figur im ask,0.0,0.0,1.0,70
5,1,handi hell  recommend,0.309,0.568,0.123,21
1,0,real difficulti work echo dot alexi smart   question ask get    half time still ask question alexi say   music great work well far frustrat experi,0.298,0.0,0.702,146
5,1,still discoveri phase far enjoy smart home featur instal,0.457,0.0,0.543,56
5,1,total get sens humour,0.529,0.0,0.471,21
5,1,put one bedroom  play music tell us weather  also alarm wake us morn  better clock radio  play type music want radio station favorit  even tell joke  dont know got along without  amaz,0.283,0.061,0.657,183
3,1,like echo sure dot  use lot music audio booksth sound qualiti smaller echo nowher near qualiti full size model  havent decid ill keep,0.263,0.0,0.737,133
5,1,love got boyfriend birthday kid blast ask alexa kind question tell silli joke love,0.583,0.0,0.417,82
4,1,better sound,0.744,0.0,0.256,12
3,1,got  echo hous alreadi regular echo  echo dot easi set sound enjoy wish would gone anoth regular echo sole base sound,0.237,0.0,0.763,117
1,0,realli happi origin echo thought id get echo dot use bedroom realli disappoint audio qualiti connect extern speaker via bluetooth audio much better start problem loos connect wifi presum due interfer bluetooth  connect speaker via auxiliari jack auxiliari jack pick interfer wifi woken middl night horribl buzz sound im hope amazon take thing back give good deal echo spot hope better nightstand devic,0.211,0.07,0.718,401
5,1,listen well way expect love,0.677,0.0,0.323,27
4,1,still test one far like hesit put voic activ devic home would first unfortun sometim get wifi light bulb mix wont turn weve abl manag fix mean conveni especi unabl reach turn light electron could hook dot like play music remind alarm etc  im still get use fact man alway listen,0.149,0.042,0.808,277
5,1,work greathav fun play musiccheck weathera king question,0.487,0.0,0.513,56
4,1,small conveni depend dot cuti alexa job askmi issu fidel expect small speaker,0.0,0.0,1.0,77
4,1,alexa perfect peopl like live alon least someon talk keep saniti 😂 though wish power speaker need connect bluetooth speaker,0.378,0.057,0.565,123
5,1,small footprint  nice clariti,0.483,0.0,0.517,29
5,1,easi set,0.0,0.0,1.0,8
5,1,great addit alexa base use guest bedroom music clock infodot speaker strong base great valu,0.489,0.0,0.511,91
5,1,alexia built thermostat didnt work well stand right next hear music play choppi decid tri echo dot sinc prime day disappoint hear fine music play problem realli like bluetooth connect bose speaker qualiti sound,0.21,0.167,0.623,210
5,1,connect whole home sound system play prime music googl home mini cant  work well,0.148,0.112,0.74,80
5,1,much fun play  ask set alarm wake morn goe tell alexa turn  alexa learn question ask play music ask play amazon music domain wake middl night turn light ask alexa time want current weather tell ask go citi know call friend dial  havent use one yet said could contact,0.278,0.04,0.682,266
5,1,easi set everyth it poster despit small size speaker adequ understand instruct across room happi purchas,0.0,0.0,1.0,104
5,1,great product price work well,0.674,0.0,0.326,29
5,1,perfect home offic,0.649,0.0,0.351,18
2,0,weak sound compar googl home mini sound bad also need prime small select music need prime music play everyth also get two need prime famili music play music think lame need famili plan use multipl devic,0.107,0.204,0.689,202
5,1,suppos great product,0.672,0.0,0.328,20
5,1,love item abl hear kind music  enjoy much order anoth,0.607,0.0,0.393,53
